ID gene_1 gene_2 gene_3 gene_4 gene_5 gene_6 gene_7 gene_8 gene_9 gene_10 gene_11 gene_12
U_5 101.727705375402 104.384449163275 102.844174699417 101.644423026148 104.739316138034 102.133788323848 105.688429811869 104.135187068392 106.360002105935 103.573189533623 103.055662597811 106.896192502065
U_2 101.992191049027 104.667785066187 98.6018342293765 103.386439698531 105.66249719766 102.499690290324 107.205529596579 102.720962861742 105.980664116071 105.45041935277 102.20137297142 103.375549680286
U_15 101.397563746064 104.447411858627 101.488363645449 103.888447266543 103.011231035923 104.156519434947 104.985933478644 105.406134641458 104.514126662621 103.339186204721 103.423210668212 103.017888757955
U_26 99.6722905928259 104.264643998334 102.46516973948 103.027116375892 104.188712297524 104.659311761898 104.514282729563 102.868903360946 104.492070407675 102.62596614065 103.190162680155 104.99964901156
U_8 100.936434491151 103.757977532881 104.012317571911 100.067988664724 106.115799640103 102.898227815484 105.137033338943 102.431446220148 104.72660972002 104.897499743824 102.435332423991 107.234676984533
U_11 99.5543389907751 105.260209271206 104.078956569637 104.918302821881 106.442621682224 103.61835122024 105.778529310242 103.860997416332 104.567977699336 105.115460216135 103.721221171332 105.873143603557
U_6 103.03675000596 107.635082988645 103.612665808952 104.120781518371 106.578496355539 104.739841341873 106.751258199211 103.655337750212 105.709983491992 103.100513962758 103.59622442666 107.348703698963
U_27 100.6330429356 103.791654946571 100.264519225954 102.452360487628 105.231861497129 103.771766641202 105.984786565203 102.50893584052 104.09289065239 103.587874129343 104.670407408959 105.260140368657
U_19 102.834685280149 103.585967672379 101.887214529542 103.115411191598 105.731293914504 105.17023742453 107.16178134887 103.836438941512 105.086412145831 102.671835336978 102.805475828601 103.653981399891
U_16 97.8469640483836 104.85682873712 105.667030917869 102.860511907447 104.389953641662 103.990195533973 105.04223628452 103.745064345101 103.321756639927 103.958531893439 102.663182065569 106.565228693013
U_1 101.398261270879 106.415680759338 101.896705217591 101.833295717553 106.136019805479 102.929346029601 103.998142397045 103.589499179037 106.031227582819 101.877997339153 103.200735808347 105.287169289505
U_4 102.20262101293 106.083835288192 100.268957143884 102.768181230488 106.492718205539 103.402934933682 107.147639556101 104.272673188949 105.903921885102 103.359932101615 103.839028573966 102.874036974598
U_3 100.0990255834 105.155269278262 102.610378282696 102.031904146219 106.628621410682 103.908204125787 105.893938110531 103.675361376461 104.23562819164 105.094918792169 103.409899066957 106.583925114273
U_25 100.915599443361 105.032324935226 101.56606219319 101.776538455503 106.111271798026 105.445284705097 106.681371509027 103.296636422676 104.135520456122 103.968529997899 102.035636769625 105.095350408988
U_23 100.09471701266 104.814278384583 102.950545931255 102.9037985819 106.071243885456 104.116603895761 105.134498402728 104.07196701957 103.408246640916 104.887591552585 104.411555926091 106.805623333024
U_13 103.443530393009 105.210966534763 102.011227244694 104.265845542362 107.530685671966 102.927658749779 106.183032719028 105.919737525872 103.948574426408 102.311519417802 105.133336548637 104.087350518491
U_20 101.400876379534 105.431451271901 103.354444332855 103.576665966861 105.891172191812 102.304676582847 106.284077225673 102.290741827634 104.584709299354 104.6669710632 100.525019022043 106.249268293588
U_24 100.972652423658 104.20396150774 103.457195120582 103.942612934983 106.401518891563 104.212980398775 105.543769948708 105.091213611641 104.659038816316 105.134262297611 103.353155395678 106.780928062338
U_29 100.707490152065 104.877926829669 99.6952568900593 103.553628615057 106.096786057755 104.26343371598 105.346854424091 102.22096120495 102.505273967554 101.640739277816 103.559787852287 102.105208278877
U_7 102.158989450158 106.030382728016 101.26576805441 103.100437048186 106.875188177389 105.376079567664 106.100719802092 103.777088961392 104.855192606396 102.698222358786 105.35155235607 103.831743508184
U_14 101.514319346356 106.871248727973 101.70242734121 104.485788188782 105.560364990653 104.991968336605 105.862357732363 105.794686223287 104.092200107693 103.248459407416 102.568775502914 104.924338571331
U_30 101.407150369505 104.331975545174 102.109364267136 100.472349540777 105.348006606235 103.260443043526 107.458940491281 103.553081826934 104.666904073006 104.343481377557 104.900131588363 105.05691292485
U_17 100.92152321446 103.632842196004 103.518969755758 103.549918617126 104.931248252738 106.559067599452 106.333178856709 102.965574784277 105.186710339952 103.622402075715 102.303145089633 107.350771061829
U_28 100.668949913089 106.795742402629 103.929591875314 103.126705483971 105.281968765324 103.364430548251 106.108985798096 101.691891007064 103.562859198202 104.839737099028 103.249029967097 105.456346252559
U_9 102.434097925439 107.206420793712 100.361008186527 102.95560762749 104.773819167933 105.332832752345 106.047937997742 104.127743050723 105.611186302109 102.861772749401 106.316848831464 103.856144286892
U_22 102.358148129782 104.494437413983 99.2536849028728 103.350020931523 103.65116421825 102.935951745212 105.673361486027 103.662736117569 103.157269711573 102.831511335157 102.885327038176 104.344418791572
U_21 100.693853323457 103.614809569159 101.728512636167 102.729890750182 104.605942727123 104.736672316549 107.644089630292 104.091650350962 105.145707511995 102.345979719321 101.701436508024 104.100167385398
U_18 100.603497385982 105.495543705856 101.364895740812 101.874110741604 104.817039001605 105.062083377653 106.428321801132 103.498839464593 104.989258192263 102.446277846372 102.968991028765 104.524133064209
U_12 101.175791478436 105.24433906117 103.872262159613 103.183454134717 106.940825703497 102.623477186494 105.440064618569 103.795657204195 104.681292242194 105.234744359738 104.099367647625 106.443744541292
U_10 101.882155249449 105.375361372583 101.711944379837 102.115537051792 107.829611938938 105.340439001736 105.546264681523 104.471945608416 106.00845858587 103.821432475371 106.117661981911 103.188472536366
